Journal,Link,Since
International Journal of Humanities and Social Science Invention (IJHSSI),http://www.ijhssi.org/,2025-06-20 17:37:18
International Journal of Humanities and Social Science Research,http://www.socialresearchjournals.com/,2025-06-20 17:37:18
International Journal of Humanities and Social Science (IJHSS),http://www.ijhssnet.com/,2025-06-20 17:37:18
"International Journal of Humanities, Engineering and Pharmaceutical Sciences",http://ijheps.org/,2025-06-20 17:37:18
International Journal of Hypertension,https://www.hindawi.com/journals/ijhy/,2025-06-20 17:37:18
International Journal of Indian Psychology,http://ijip.in/,2025-06-20 17:37:18
International Journal of Inflammation,https://www.hindawi.com/journals/iji/,2025-06-20 17:37:18
International Journal of Information and Communication Technology Research,http://esjournals.org/index.php,2025-06-20 17:37:18
International Journal of Information and Communication Technology Trends (IJICTT),http://www.ijictt.ictt.info/,2025-06-20 17:37:18
International Journal of Information and Education Technology (IJIET),http://www.ijiet.org/,2025-06-20 17:37:18
International Journal of Information Research,http://www.spoars.org/journal/,2025-06-20 17:37:18
International Journal of Information Research and Review (IJIRR),http://www.ijirr.com/,2025-06-20 17:37:18
International Journal of Information Sources and Services: A Research Journal in Library Science (IJSS),http://www.ijss.in/,2025-06-20 17:37:18
International Journal of Information Technology & Business Management,http://www.jitbm.com/,2025-06-20 17:37:18
International Journal of Information Technology & Computer Science (IJITCS),http://ijitcs.com/,2025-06-20 17:37:18
International Journal of Information Technology and Electrical Engineering (ITEE),http://www.iteejournal.org/,2025-06-20 17:37:18
International Journal of Informative and Futuristic Research (IJIFR),http://ijifr.com/,2025-06-20 17:37:18
International Journal of Innovation and Research in Educational Sciences (IJIRES),http://www.ijires.org/,2025-06-20 17:37:18
International Journal of Innovation in Science and Mathematics (IJISM),http://www.ijism.org/,2025-06-20 17:37:18
International Journal of Innovation Research (IJIR),http://www.journalijir.com/,2025-06-20 17:37:18
International Journal of Innovation Science and Research (IJISR),http://www.ijisr.com/,2025-06-20 17:37:18
International Journal of Innovations in Engineering and Technology (IJIET),http://ijiet.com/,2025-06-20 17:37:18
International Journal of Innovations in Engineering Research and Technology (IJIERT),http://www.ijiert.org/,2025-06-20 17:37:18
International Journal of Innovative and Applied Research (IJIAR),http://journalijiar.com/,2025-06-20 17:37:18
International Journal of Innovative and Emerging Research in Engineering (IJIERE),http://ijiere.com/,2025-06-20 17:37:18
International Journal of Innovative Computer Science & Engineering (IJICSE),http://ijicse.in/,2025-06-20 17:37:18
International Journal of Innovative Concepts in Research (IJICR),http://www.ijicr.com/,2025-06-20 17:37:18
International Journal of Innovative Ideas,http://www.publishtopublic.com/,2025-06-20 17:37:18
International Journal of Innovative Interdisciplinary Research,http://www.auamii.com/journal.html,2025-06-20 17:37:18
International Journal of Innovative Pharmaceutical Research (IJIPR),http://www.ijipr.com/,2025-06-20 17:37:18
International Journal of Innovative Research & Advanced Studies (IJIRAS),http://www.ijiras.com/,2025-06-20 17:37:18
International Journal of Innovative Research and Creative Technology (IJIRCT),http://www.ijirct.org/index.php,2025-06-20 17:37:18
International Journal of Innovative Research and Development,http://www.ijird.com/,2025-06-20 17:37:18
International Journal of Innovative Research and Studies,http://www.ijirs.com/,2025-06-20 17:37:18
International Journal of Innovative Research in Advanced Engineering (IJRAE),http://ijirae.com/,2025-06-20 17:37:18
International Journal of Innovative Research in Computer and Communication Engineering (IJIRCCE),http://www.ijircce.com/,2025-06-20 17:37:18
International Journal of Innovative Research in Computer Science & Technology (IJIRCST),http://www.ijircst.org/,2025-06-20 17:37:18
"International Journal of Innovative Research in Electrical, Electronics, Instrumentation and Control Engineering (IJIREEICE)",http://www.ijireeice.com/,2025-06-20 17:37:18
International Journal of Innovative Research in Engineering & Multidisciplinary Physical Sciences (IJIRMPS),http://ijirmps.com/,2025-06-20 17:37:18
International Journal of Innovative Research in Engineering and Management (IJIREM),http://www.ijirem.org/IJIREM/Home.aspx,2025-06-20 17:37:18
International Journal of Innovative Research in Medical Science (IJIRMS),http://ijirms.in/,2025-06-20 17:37:18
International Journal of Innovative Research in Science and Engineering (IJIRSE),http://www.ijirse.in/index.html,2025-06-20 17:37:18
"International Journal of Innovative Research in Science, Engineering and Technology (IJIRSET)",http://www.ijirset.com/,2025-06-20 17:37:18
International Journal of Innovative Research in Technology & Science (IJIRTS),http://www.ijirts.org/,2025-06-20 17:37:18
International Journal of Innovative Research in Technology (IJIRT),http://www.ijirt.org/index.php,2025-06-20 17:37:18
International Journal of Innovative Science and Modern Engineering (IJISME),http://www.ijisme.org/,2025-06-20 17:37:18
International Journal of Innovative Science and Research Technology (IJISRT),https://ijisrt.com/,2025-06-20 17:37:18
International Journal of Innovative Science Engineering and Technology (IJISET),http://www.ijiset.com/,2025-06-20 17:37:18
International Journal of Innovative Studies in Sciences and Engineering Technology (IJISSET),http://ijisset.org/,2025-06-20 17:37:18
International Journal of Innovative Technologies (IJIT),http://ijitech.org/index.php,2025-06-20 17:37:18
International Journal of Innovative Technology and Adaptive Management (IJITAM),http://www.ijitam.org/,2025-06-20 17:37:18
International Journal of Innovative Technology and Creative Engineering (IJITCE),http://www.ijitce.co.uk/,2025-06-20 17:37:18
International Journal of Innovative Technology and Exploring Engineering (IJITEE),http://www.ijitee.org/,2025-06-20 17:37:18
International Journal of Innovative Technology and Research,http://www.ijitr.com/,2025-06-20 17:37:18
International Journal of Innovative Trends in Engineering (IJITE),http://www.ijite.com/,2025-06-20 17:37:18
International Journal of Integrated Computer Applications & Research (IJICAR),http://ijicar.net/,2025-06-20 17:37:18
International Journal of Integrated Medical Research (IJOIMR),http://www.ijoimr.com/,2025-06-20 17:37:18
International Journal of Intelligence Science,https://www.scirp.org/journal/ijis,2025-06-20 17:37:18
International Journal of Intelligent Systems,https://www.hindawi.com/journals/ijis/,2025-06-20 17:37:18
International Journal of Interdisciplinary and Multidisciplinary Studies (IJIMS),http://www.ijims.com/current.php,2025-06-20 17:37:18
"International Journal of Interdisciplinary Research in Science, Society and Culture (IJIRSSC)",http://ijirssc.in/site/,2025-06-20 17:37:18
International Journal of Interdisciplinary Scientific Research,http://www.iijsr.org/,2025-06-20 17:37:18
International Journal of Internet and Distributed Systems,https://www.scirp.org/journal/ijids,2025-06-20 17:37:18
International Journal of Inventions in Pharmaceutical Sciences (IJIPS),http://www.ijips.net/,2025-06-20 17:37:18
International Journal of Inventive Engineering and Sciences (IJIES),http://www.ijies.org/,2025-06-20 17:37:18
International Journal of Language & Linguistics (IJLL),https://www.ijllnet.com/,2025-06-20 17:37:18
International Journal of Language and Applied Linguistics (IJLAL),http://www.khatesefid.com/journal/index.html,2025-06-20 17:37:18
International Journal of Language Learning and Applied Linguistics World,http://www.ijllalw.org/,2025-06-20 17:37:18
International Journal of Language Sciences (IntJLS),http://www.intjls.com/,2025-06-20 17:37:18
"International Journal of Languages, Literature and Linguistics (IJLLL)",http://www.ijlll.org/,2025-06-20 17:37:18
International Journal of Latest Research in Engineering and Computing (IJLREC),http://www.ijlrec.com/,2025-06-20 17:37:18
International Journal of Latest Research in Engineering and Technology (IJLRET),http://www.ijlret.com/,2025-06-20 17:37:18
International Journal of Latest Research in Humanities and Social Science (IJLRHSS),http://www.ijlrhss.com/,2025-06-20 17:37:18
"International Journal of Latest Technology in Engineering, Management & Applied Science (IJLTEMAS)",http://www.ijltemas.in/,2025-06-20 17:37:18
International Journal of Latest Trends in Engineering and Technology (IJLTET),http://www.ijltet.org/,2025-06-20 17:37:18
"International Journal of Latest Trends in Engineering, Science and Technology (IJLTEST)",http://www.ijltest.org/,2025-06-20 17:37:18
International Journal of Law and Legal Jurisprudence Studies (IJllJS),http://ijlljs.in/,2025-06-20 17:37:18
International Journal of Law and Management Studies (IJLMS),http://ijlms.in/,2025-06-20 17:37:18
International Journal of Law Research,http://www.lawresearchjournal.com/,2025-06-20 17:37:18
International Journal of Learning and Teaching (IJLT),http://www.ijlt.org/,2025-06-20 17:37:18
"International Journal of Learning, Teaching and Educational Research",http://www.ijlter.org/index.php/ijlter/index,2025-06-20 17:37:18
International Journal of Liberal Arts & Social Science,http://www.ijlass.org/,2025-06-20 17:37:18
International Journal of Life science and Pharma Research,http://www.ijlpr.com/,2025-06-20 17:37:18
International Journal of Life Sciences Biotechnology and Pharma Research (IJLBPR),http://www.ijlbpr.com/index.php,2025-06-20 17:37:18
International Journal of Lifescience and Pharma Research (IJLPR),http://www.ijlpr.com/,2025-06-20 17:37:18
International Journal of Life-Sciences Scientific Research (IJLSSR),http://ijlssr.com/,2025-06-20 17:37:18
"International Journal of Linguistics, Social and Natural Sciences",http://www.ijlsns.com/,2025-06-20 17:37:18
International Journal of Livestock Research,http://www.scopemed.org/?jid=68/,2025-06-20 17:37:18
International Journal of Management and Business Studies (IJMBS),http://ijmbs.com/,2025-06-20 17:37:18
International Journal of Management and Research (IJMR),http://ijmr.humanjournals.com/,2025-06-20 17:37:18
International Journal of Management and Social Science Research Review (IJMSRR),http://ijmsrr.com/,2025-06-20 17:37:18
International Journal of Management Research and Business Strategy (IJMRBS),http://www.ijmrbs.com/,2025-06-20 17:37:18
International Journal of Management Research and Review (IJMRR),http://ijmrr.com/,2025-06-20 17:37:18
International Journal of Management Sciences and Business Research (IJMSBR),http://www.ijmsbr.com/,2025-06-20 17:37:18
"International Journal of Management, Accounting & Economics (IJMAE) (IJMA)",http://iaajs.com/ijmae/,2025-06-20 17:37:18
"International Journal of Management, Economics and Social Sciences (IJMESS)",http://www.ijmess.com/index.php,2025-06-20 17:37:18
"International Journal of Materials, Mechanics and Manufacturing (IJMMM)",http://www.ijmmm.org/,2025-06-20 17:37:18
International Journal of Mathematical Archive (IJMA),http://www.ijma.info/index.php/ijma,2025-06-20 17:37:18
International Journal of Mathematical Research & Science,http://www.ijmrs.org/,2025-06-20 17:37:18
International Journal of Mathematical Sciences & Applications (IJMSA),http://ijmsa.yolasite.com/,2025-06-20 17:37:18
International Journal of Mathematics And Computer Research (IJMCR),http://ijmcr.in/index.php,2025-06-20 17:37:18
International Journal of Mathematics and Mathematical Sciences,https://www.hindawi.com/journals/ijmms/,2025-06-20 17:37:18
International Journal of Mathematics and Soft Computing (IJMSC),http://www.ijmsc.com/index.php/ijmsc/index,2025-06-20 17:37:18
International Journal of Mathematics and Statistics Invention (IJMSI),http://www.ijmsi.org/index.html,2025-06-20 17:37:18
International Journal of Mechanical Engineering and Information Technology (IJMEIT),http://igmpublication.org/ijmeit/,2025-06-20 17:37:18
International Journal of Medical and Health Research (IJMHR),http://www.medicalsjournals.com/,2025-06-20 17:37:18
International Journal Of Medical and Health Sciences,http://www.ijmhs.net/,2025-06-20 17:37:18
"International Journal of Medical Physics, Clinical Engineering and Radiation Oncology",https://www.scirp.org/journal/ijmpcero,2025-06-20 17:37:18
International Journal of Medical Research,http://www.scopemed.org/?jid=76,2025-06-20 17:37:18
International Journal of Medical Research & Health Sciences (IJMRHS),http://ijmrhs.com/,2025-06-20 17:37:18
International Journal of Medical Research & Review (IJMRR),http://www.ijmrr.in/Default.aspx?pageid=1,2025-06-20 17:37:18
International Journal of Medical Research and Pharmaceutical Sciences (IJMRPS),http://www.ijmrpsjournal.com/,2025-06-20 17:37:18
International Journal of Medical Research Professionals (IJMRP),http://ijmrp.com/,2025-06-20 17:37:18
International Journal of Medical Science and Advanced Clinical Research (IJMACR),https://www.ijmacr.com/,2025-06-20 17:37:18
International Journal of Medical Science and Applied Research (IJMSAR),https://www.ijmsar.com/,2025-06-20 17:37:18
International Journal of Medical Science and Clinical Invention (IJMSCI),https://valleyinternational.net/index.php/ijmsci,2025-06-20 17:37:18
International Journal of Medical Science and Diagnosis Research (IJMSDR),https://www.ijmsdr.com/,2025-06-20 17:37:18
International Journal of Medical Science and Education (IJMSE),http://www.ijmse.com/,2025-06-20 17:37:18
International Journal of Medical Science and Innovative Research (IJMSIR),https://www.ijmsir.com/,2025-06-20 17:37:18
International Journal of Medical Science and Public Health (IJMSPH),http://www.ijmsph.com/,2025-06-20 17:37:18
International Journal of Medical Science Research and Practice (IJMSRP),http://www.ijmsrp.com/,2025-06-20 17:37:18
International Journal of Medical Sciences and Health Care (IJMSHC),http://www.ijmshc.com/,2025-06-20 17:37:18
"International Journal of Medical, Health Science and Internal Research (IJMHSIR)",http://www.ijmhsir.com/,2025-06-20 17:37:18
International Journal of Medicine and Biomedical Research,http://www.ijmbr.com/,2025-06-20 17:37:18
International Journal of Medicine and Biosciences,http://www.ijmbonline.com/,2025-06-20 17:37:18
International Journal of Medicine and Public Health,http://www.ijmedph.org/,2025-06-20 17:37:18
International Journal of Medicobiologial Research,http://www.ijmedres.com/,2025-06-20 17:37:18
International Journal of MediPharm Research (IJOMR),http://www.medipharmsai.com/,2025-06-20 17:37:18
International Journal of Microbiology,https://www.hindawi.com/journals/ijmicro/,2025-06-20 17:37:18
International Journal of Modern Chemistry and Applied Science,http://www.ijcasonline.com/,2025-06-20 17:37:18
International Journal of Modern Engineering Research (IJMER),http://www.ijmer.com/,2025-06-20 17:37:18
International Journal of Modern Nonlinear Theory and Application,https://www.scirp.org/journal/ijmnta,2025-06-20 17:37:18
International Journal of Modern Sciences and Engineering Technology (IJMSET),https://www.ijmset.com/home.html,2025-06-20 17:37:18
International Journal of Modern Trends in Engineering and Science (IJMTES),http://ijmtes.com/,2025-06-20 17:37:18
International Journal of Molecular Sciences,https://www.mdpi.com/journal/ijms,2025-06-20 17:37:18
International Journal of Mosquito Research,http://dipterajournal.com/,2025-06-20 17:37:18
International Journal of Multidisciplinary and Current Research (IJMCR),http://ijmcr.com/,2025-06-20 17:37:18
International Journal of Multidisciplinary and Scientific Emerging Research (IJMSER) also here,https://websites.godaddy.com/pt-BR/editor/4c349823-c5b5-461c-8f36-d894bc42b33d/6ee87585-22f2-44b4-9e53-760b2e2771fd/edit/6be8ebae-cc2f-43ae-8d92-8f66a2442a89/mutator/card/0,2025-06-20 17:37:18
International Journal of Multidisciplinary Approach & Studies (IJMAS),http://ijmas.com/,2025-06-20 17:37:18
International Journal of Multidisciplinary Consortium (IJMC),http://ijmc.rtmonline.in/,2025-06-20 17:37:18
International Journal of Multidisciplinary Education and Research (IJMER),http://www.newresearchjournal.com/,2025-06-20 17:37:18
International Journal of Multidisciplinary Educational Research (IJMER),http://www.ijmer.in/,2025-06-20 17:37:18
International Journal of Multidisciplinary Health Sciences,http://www.ijomhs.org/,2025-06-20 17:37:18
International Journal of Multidisciplinary Research and Development,http://allsubjectjournal.com/,2025-06-20 17:37:18
International Journal of Multidisciplinary Research and Information,http://www.journalijmri.com/,2025-06-20 17:37:18
International Journal of Multidisciplinary Research and Modern Education,http://rdmodernresearch.org/,2025-06-20 17:37:18
International Journal Of Multidisciplinary Research and Review (IJMRR),http://journalmrr.com/,2025-06-20 17:37:18
International Journal of Multidisciplinary Research And Studies (IJMRAS),https://ijmras.com/,2025-06-20 17:37:18
International Journal of Multidisciplinary Research Review (IJMDRR),http://www.ijmdrr.com/,2025-06-20 17:37:18
International Journal of Multidisciplinary Sciences and Engineering (IJMSE),http://www.ijmse.org/,2025-06-20 17:37:18
International Journal of Nanomedicine,https://www.dovepress.com/international-journal-of-nanomedicine-journal,2025-06-20 17:37:18
International Journal of Neonatal Screening,https://www.mdpi.com/journal/IJNS,2025-06-20 17:37:18
International Journal of Nephrology,https://www.hindawi.com/journals/ijn/,2025-06-20 17:37:18
International Journal of Network Security (IJNS),http://ijns.jalaxy.com.tw/,2025-06-20 17:37:18
International Journal of Network Service and Technologies (IJNST),http://ijnst.jalaxy.com.tw/,2025-06-20 17:37:18
International Journal of New Innovations in Engineering and Technology (IJNIET),http://www.ijniet.org/,2025-06-20 17:37:18
International Journal of New Technologies in Science and Engineering (IJNTSE),http://www.ijntse.com/,2025-06-20 17:37:18
International Journal of New Technology and Research,https://www.ijntr.org/,2025-06-20 17:37:18
"International Journal of New Trends in Arts, Sports & Science Education (IJTASE)",http://www.ijtase.net/ojs/index.php/IJTASE,2025-06-20 17:37:18
International Journal of Nonferrous Metallurgy,https://www.scirp.org/journal/ijnm,2025-06-20 17:37:18
International Journal of Novel Research and Development (IJNRD),http://www.ijnrd.org/,2025-06-20 17:37:18
International Journal of Novel Trends in Pharmaceutical Sciences (IJNTPS),http://www.ijntps.org/,2025-06-20 17:37:18
International Journal of Nursing,http://www.ijnonline.com/,2025-06-20 17:37:18
International Journal of Obstetrics and Gynaecology Research (IJOGR),http://www.ijogr.com/,2025-06-20 17:37:18
International Journal of Oncology Science (IJOS),http://oncologyscience.com/,2025-06-20 17:37:18
International Journal of Optics,https://www.hindawi.com/journals/ijo/,2025-06-20 17:37:18
International Journal of Oral Health and Medical Research (IJOHMR),http://ijohmr.com/,2025-06-20 17:37:18
International Journal of Organic Chemistry,https://www.scirp.org/journal/ijoc,2025-06-20 17:37:18
International Journal of Orthopaedics Sciences (IJOS),http://www.orthopaper.com/,2025-06-20 17:37:18
International Journal of Otolaryngology,https://www.hindawi.com/journals/ijoto/,2025-06-20 17:37:18
International Journal of Otolaryngology and Head & Neck Surgery,https://www.scirp.org/journal/ijohns,2025-06-20 17:37:18
International Journal of Pediatrics (IJP),http://ijp.mums.ac.ir/,2025-06-20 17:37:18
International Journal of Pharma and Bio Sciences (IJPBS),http://www.ijpbs.net/index.html,2025-06-20 17:37:18
International Journal of Pharma Professional’s Research,http://www.ijppronline.in/,2025-06-20 17:37:18
International Journal of Pharmaceutical & Research Science (IJPRS),http://www.ijprsjournal.com/index.html,2025-06-20 17:37:18
International Journal of Pharmaceutical and Biological Science Archive (IJPBA),http://www.ijpba.in/index.php/ijpba,2025-06-20 17:37:18
International Journal of Pharmaceutical and Biomedical Research,http://www.pharmscidirect.com/,2025-06-20 17:37:18
International Journal of Pharmaceutical and Clinical Research,http://ijpcr.com/,2025-06-20 17:37:18
International Journal of Pharmaceutical and Phytopharmacological Research (eIJPPR),http://www.eijppr.com/,2025-06-20 17:37:18
International Journal of Pharmaceutical Quality Assurance and Pharmaceutical Analysis,http://ijpqa.com/,2025-06-20 17:37:18
International Journal of Pharmaceutical Research and Allied Sciences (IJPRAS)​,https://ijpras.com/,2025-06-20 17:37:18
International Journal of Pharmaceutical Research and Applications (IJPRA),http://www.ijprajournal.com/index.html,2025-06-20 17:37:18
International Journal of Pharmaceutical Research and Bioscience (IJPRBS),http://www.ijprbs.com/,2025-06-20 17:37:18
International Journal of Pharmaceutical Research and Development (IJPRD),http://www.ijprd.com/,2025-06-20 17:37:18
International Journal of Pharmaceutical Science Invention (IJPSI),http://www.ijpsi.org/,2025-06-20 17:37:18
International Journal of Pharmaceutical Sciences and Business Management,http://www.ijpsbm.com/,2025-06-20 17:37:18
International Journal of Pharmaceutical Sciences and Drug Research,http://www.ijpsdr.com/index.htm,2025-06-20 17:37:18
International Journal of Pharmaceutical Sciences and Research (IJPSR),http://www.ijpsr.com/index.html,2025-06-20 17:37:18
International Journal of Pharmaceutical Sciences Letters (IJPSL),http://ijpsl.com/,2025-06-20 17:37:18
International Journal of Pharmaceutical Sciences Review and Research,http://www.globalresearchonline.net/,2025-06-20 17:37:18
International Journal of Pharmaceuticals and Health Care Research (IJPHR),http://www.ijphr.com/,2025-06-20 17:37:18
International Journal of Pharmacognosy and Phytochemical Research (IJPPR),http://ijppr.com/,2025-06-20 17:37:18
International Journal of Pharmacognosy (IJP),http://www.ijpjournal.com/,2025-06-20 17:37:18
International Journal of Pharmacology and Physiology (IJPP),http://my.ejmanager.com/ijpp/,2025-06-20 17:37:18
International Journal of Pharmacy,http://www.pharmascholars.com/,2025-06-20 17:37:18
International Journal of Pharmacy & Industrial Research (IJPIR),http://www.ijpir.com/,2025-06-20 17:37:18
International Journal of Pharmacy and Pharmaceutical Research (IJPPR),http://ijppr.humanjournals.com/,2025-06-20 17:37:18
International Journal of Pharmacy and Pharmaceutical Sciences,http://www.ijppsjournal.com/,2025-06-20 17:37:18
International Journal of Pharmacy and Technology (IJPT),http://www.ijptonline.com/,2025-06-20 17:37:18
International Journal of Photoenergy,https://www.hindawi.com/journals/ijp/,2025-06-20 17:37:18
"International Journal of Physical Education, Sports and Health",http://www.kheljournal.com/,2025-06-20 17:37:18
International Journal of Physiotherapy (IJPHY),https://www.ijphy.org/,2025-06-20 17:37:18
International Journal of Plant Biology,https://www.mdpi.com/journal/ijpb,2025-06-20 17:37:18
"International Journal of Plant, Animal and Environmental Sciences",http://www.ijpaes.com/,2025-06-20 17:37:18
International Journal of Polymer Science,https://www.hindawi.com/journals/ijps/,2025-06-20 17:37:18
International Journal of Power Electronics Engineering,http://www.ijpee.com/index.php/ijpee,2025-06-20 17:37:18
International Journal of Precious Engineering Research and Applications (IJPERA),http://www.ijpera.com/,2025-06-20 17:37:18
International Journal of Preclinical and Pharmaceutical Research (IJPPR)​,http://preclinicaljournal.com/,2025-06-20 17:37:18
"International Journal of Printing, Packaging & Allied Sciences (IJPPAS)",http://ijppas.com/index.php,2025-06-20 17:37:18
International Journal of Psycho-Educational Sciences,http://www.arees.org/journal/about-journal,2025-06-20 17:37:18
International Journal of Psychology and Behavioral Research (IJPBR),http://ijpbrjournal.com/,2025-06-20 17:37:18
International Journal of Psychology and Educational Studies (IJPES),http://www.ijpes.com/,2025-06-20 17:37:18
International Journal of Pure & Applied Bioscience (IJPAB),http://www.ijpab.com/,2025-06-20 17:37:18
International Journal of Pure and Applied Zoology (IJPAZ),http://www.ijpaz.com/index.php/ijpaz,2025-06-20 17:37:18
International Journal of Recent Advances in Multidisciplinary Research (IJRAMR),http://www.ijramr.com/,2025-06-20 17:37:18
International Journal of Recent Development in Engineering and Technology (IJRDET),http://www.ijrdet.com/index.php,2025-06-20 17:37:18
International Journal of Recent Engineering Research and Development (IJRERD),http://www.ijrerd.com/,2025-06-20 17:37:18
International Journal of Recent Research and Applied Studies (IJRRAS),http://www.ijrras.com/,2025-06-20 17:37:18
"International Journal of Recent Research in Science, Engineering and Technology (IJRRSET)",http://www.ijrrset.com/,2025-06-20 17:37:18
International Journal of Recent Scientific Research,http://www.recentscientific.com/,2025-06-20 17:37:18
International Journal of Recent Surgical and Medical Sciences (IJRSMS),http://www.ijrsms.com/,2025-06-20 17:37:18
International Journal of Recent Technology and Engineering (IJRTE),http://www.ijrte.org/,2025-06-20 17:37:18
International Journal of Recent Trends in Electrical & Electronics Engineering (IJRTE),https://scholarlyoa.com/individual-journals/International%20Journal%20of%20Recent%20trends%20in%20Electrical%20&%20Electronics%20Engineering%20(IJRTE),2025-06-20 17:37:18
International Journal of Recent Trends in Engineering & Research (IJRTER),http://www.ijrter.com/,2025-06-20 17:37:18
International Journal of Reconfigurable Computing,https://www.hindawi.com/journals/ijrc/,2025-06-20 17:37:18
International Journal of Remote Sensing and Geoscience (IJRSG),http://www.ijrsg.com/,2025-06-20 17:37:18
International Journal of Renewable Energy Research (IJRER),http://www.ijrer.org/ijrer/index.php/ijrer/index,2025-06-20 17:37:18
"International Journal of Reproduction, Contraception, Obstetrics and Gynecology (IJRCOG)",http://www.ijrcog.org/,2025-06-20 17:37:18
International Journal of Reproductive Medicine,https://www.hindawi.com/journals/ijrmed/,2025-06-20 17:37:18
International Journal of Research and Applications (IJRA),http://ijraonline.com/,2025-06-20 17:37:18
International Journal of Research and Current Development (IJRCD),http://www.journalijrcd.com/,2025-06-20 17:37:18
International Journal of Research and Development in Pharmacy & Life Sciences (IJRDPL),http://www.ijrdpl.com/,2025-06-20 17:37:18
International Journal of Research and Development in Technology & Management Sciences Kailash (IJRDTM-Kailash),http://journal.rtmonline.in/,2025-06-20 17:37:18
International Journal of Research and Engineering (IJRE),http://ijre.org/,2025-06-20 17:37:18
International Journal of Research and Innovation in Computer Engineering (IJRICE),http://www.ijrice.com/,2025-06-20 17:37:18
International Journal of Research and Science Publication (IJRSP),http://www.ijrsp.org/,2025-06-20 17:37:18
International Journal of Research Culture Society (IJRCS),http://ijrcs.in/,2025-06-20 17:37:18
International Journal of Research Development (IJORD),http://forefrontcorpo.wix.com/ijord,2025-06-20 17:37:18
International Journal of Research GRANTHAALAYAH,http://granthaalayah.com/index.html,2025-06-20 17:37:18
International Journal of Research in Advanced Engineering and Technology,http://www.engineeringresearchjournal.com/,2025-06-20 17:37:18
International Journal of Research In Advanced Engineering Technologies (IJRAET),http://www.ijraet.com/,2025-06-20 17:37:18
International Journal of Research in Aeronautical and Mechanical Engineering (IJRAME),http://www.ijrame.com/,2025-06-20 17:37:18
International Journal of Research in Agricultural Sciences (IJRAS),http://ijras.org/,2025-06-20 17:37:18
International Journal of Research in Agriculture and Forestry (IJRAF),http://www.ijraf.org/,2025-06-20 17:37:18
International Journal of Research in Ayurveda and Pharmacy IJRAP,http://www.ijrap.net/,2025-06-20 17:37:18
International Journal of Research in Business Studies and Management (IJRBSM),http://www.ijrbsm.org/,2025-06-20 17:37:18
International Journal of Research in Computer and Communication Technology,http://www.ijrcct.org/index.php/ojs,2025-06-20 17:37:18
International Journal of Research in Computer Applications and Robotics (IJRCAR),http://www.ijrcar.com/,2025-06-20 17:37:18
International Journal of Research in Computer Engineering & Electronics (IJRCEE),http://www.ijrcee.org/index.php/ijrcee,2025-06-20 17:37:18
International Journal of Research in Computer Science,http://www.ijorcs.org/,2025-06-20 17:37:18
International Journal of Research in Computer Technology,http://www.opusinfo.in/ijrct/index.php/ijrct/information/readers,2025-06-20 17:37:18
International Journal of Research in Education and Science,http://www.ijres.net/,2025-06-20 17:37:18
International Journal of Research in Education and Social Science (IJRESS),http://www.ijress.com/,2025-06-20 17:37:18
International Journal of Research in Electronics & Communication Technology (IJRECT),http://ijrect.com/,2025-06-20 17:37:18
International Journal of Research in Engineering and Advanced Technology (IJREAT),http://www.ijreat.org/,2025-06-20 17:37:18
International Journal of Research in Engineering and Science (IJREAS),http://www.mgijournal.com/,2025-06-20 17:37:18
International Journal of Research in Engineering and Science (IJRES),http://www.ijres.org/index.html,2025-06-20 17:37:18
International Journal of Research in Engineering and Technology (IJRET),http://ijret.org/,2025-06-20 17:37:18
International Journal of Research in Humanities and Social Sciences (IJRHSS),http://www.ijrhss.org/,2025-06-20 17:37:18
International Journal of Research in Library Science (IJRLS),http://ijrls.in/,2025-06-20 17:37:18
International Journal of Research in Management & Business Studies (IJRMBS),http://ijrmbs.com/,2025-06-20 17:37:18
International Journal of Research in Mechanical Engineering and Technology (IJRMET),http://www.ijrmet.com/,2025-06-20 17:37:18
International Journal of Research in Medical & Applied Sciences (IJRMAS),http://ijrmas.org/,2025-06-20 17:37:18
International Journal of Research in Medical and Dental Sciences,https://edas.info/web/ijrmds/index.html,2025-06-20 17:37:18
International Journal of Research in Medical Sciences (IJRMS),http://www.msjonline.org/,2025-06-20 17:37:18
International Journal of Research in Pharmacy and Biosciences (IJRPB),http://www.ijrpb.org/,2025-06-20 17:37:18
International Journal of Research in Pharmacy and Science (IJRPS),http://www.ijrpsonline.com/index.php,2025-06-20 17:37:18
International Journal of Research in Science & Engineering (IJRISE),http://ijrise.org/home,2025-06-20 17:37:18
International Journal of Research in Science & Technology (IJRST),http://www.ijrst.com/index.php,2025-06-20 17:37:18
International Journal of Research in Wireless Systems (IJRWS)​,http://www.ijrws.org/index.php/ijrws,2025-06-20 17:37:18
International Journal of Research Methodology (IJRM),http://ijrm.humanjournals.com/,2025-06-20 17:37:18
International Journal of Research Publications (IJRP),https://ijrp.org/,2025-06-20 17:37:18
International Journal of Research Publications in Engineering and Technology (IJRPET),http://www.ijrpet.org/,2025-06-20 17:37:18
International Journal of Research Science and Management (IJRSM),http://www.ijrsm.com/,2025-06-20 17:37:18
International Journal of Review in Applied and Social Sciences (IJRASS),http://www.ijrass.com/,2025-06-20 17:37:18
International Journal of Review in Life Sciences (IJRLS) Also: Hijacked version,https://pharmascope.org/ijrls/,2025-06-20 17:37:18
International Journal of Reviews in Computing,http://www.ijric.org/index.php,2025-06-20 17:37:18
